1741591966.9861479,1
1741591967.0883849,0
1741591967.1905513,7
1741591967.2930725,8
1741591967.3952413,9
1741591967.4977252,8
1741591967.5998504,8
1741591967.702206,10
1741591967.8044097,10
1741591967.9067707,8
1741591968.0090728,4
1741591968.1114042,3
1741591968.213622,5
1741591968.3160615,5
1741591968.4186401,7
1741591968.5210407,6
1741591968.6230688,6
1741591968.725256,7
1741591968.8275106,8
1741591968.929716,9
1741591969.0332065,8
1741591969.1355906,8
1741591969.2376688,9
1741591969.3399057,9
1741591969.4421532,9
1741591969.5445974,9
1741591969.6472604,8
1741591969.7497432,7
1741591969.8519468,4
1741591969.9542072,5
1741591970.0566738,6
1741591970.159128,6
1741591970.2617292,7
1741591970.3642774,8
1741591970.4666247,8
1741591970.569053,7
1741591970.6712928,8
1741591970.7739794,8
1741591970.876543,8
1741591970.978884,8
1741591971.0818627,9
1741591971.184132,9
1741591971.2866263,7
1741591971.3890703,8
1741591971.4913847,5
1741591971.5938249,6
1741591971.6963015,6
1741591971.7985682,7
1741591971.9011283,8
1741591972.003762,7
1741591972.106066,8
1741591972.2084358,8
1741591972.3109436,7
1741591972.4133413,9
1741591972.51564,8
1741591972.6179707,9
1741591972.7202733,7
1741591972.822711,5
1741591972.9250994,6
1741591973.0274212,5
1741591973.129792,7
1741591973.232266,8
1741591973.3346248,9
1741591973.4369745,8
1741591973.5392094,9
1741591973.6414294,9
1741591973.7435484,10
1741591973.8459184,8
1741591973.9482179,7
1741591974.0505793,7
1741591974.1529288,7
1741591974.2552395,7
1741591974.357704,9
1741591974.460127,9
1741591974.5625021,8
1741591974.6648166,9
1741591974.7670822,8
1741591974.8695302,9
1741591974.971722,9
1741591975.073978,7
1741591975.1764586,5
1741591975.2788892,7
1741591975.381389,7
1741591975.4839678,7
1741591975.5863872,8
1741591975.688735,8
1741591975.7915068,8
1741591975.8938596,8
1741591975.996519,8
1741591976.0989344,9
1741591976.2013638,8
1741591976.3037915,5
1741591976.4064562,8
1741591976.5094807,8
1741591976.6118393,8
1741591976.714158,8
1741591976.8164783,9
1741591976.918987,7
1741591977.0212913,6
1741591977.1233916,2
1741591977.2260814,2
1741591977.3283417,4
1741591977.4307144,3
1741591977.5348165,4
1741591977.6371882,5
1741591977.7393198,6
1741591977.8416972,6
1741591977.9440348,7
1741591978.0465114,7
1741591978.1488395,8
1741591978.2516599,8
1741591978.3539896,8
1741591978.456465,8
1741591978.5590138,9
1741591978.6614015,8
1741591978.7639582,8
1741591978.8663058,7
1741591978.968531,6
1741591979.0706925,5
1741591979.1730242,5
1741591979.2753878,6
1741591979.3778062,7
1741591979.4803774,8
1741591979.5829067,8
1741591979.685371,9
1741591979.7877715,10
1741591979.8901448,9
1741591979.9924736,9
1741591980.0947576,9
1741591980.1969535,9
1741591980.2994964,7
1741591980.4021404,6
1741591980.5045826,6
1741591980.6070333,8
1741591980.7096026,7
1741591980.8120434,9
1741591980.9146085,8
1741591981.0169306,8
1741591981.1190467,8
1741591981.2214146,6
1741591981.3237858,7
1741591981.4262128,8
1741591981.5288427,8
1741591981.6313481,9
1741591981.7338037,6
1741591981.836188,5
1741591981.9388082,5
1741591982.0412354,5
1741591982.1439648,7
1741591982.2464561,9
1741591982.3490415,8
1741591982.4512775,8
1741591982.5539246,8
1741591982.65646,7
1741591982.7588682,7
1741591982.8612964,6
1741591982.9637005,8
1741591983.0661118,6
1741591983.1684575,8
1741591983.2709837,10
1741591983.3732326,7
1741591983.4758394,7
1741591983.5782151,8
1741591983.6807337,9
1741591983.7835658,8
1741591983.8859186,8
1741591983.9883978,10
1741591984.0907378,8
1741591984.1932728,7
1741591984.2957895,5
1741591984.3980842,6
1741591984.5003884,7
1741591984.6028895,8
1741591984.70521,8
1741591984.8079224,8
1741591984.9104543,8
1741591985.0129068,8
1741591985.1152399,8
1741591985.2174191,8
1741591985.3199735,7
1741591985.4225552,9
1741591985.5249968,9
1741591985.6275222,10
1741591985.7297935,9
1741591985.8324835,9
1741591985.9347985,3
1741591986.0370965,3
1741591986.1396303,5
1741591986.2421737,5
1741591986.344454,4
1741591986.4468532,5
1741591986.549339,5
1741591986.651509,6
1741591986.7538192,7
1741591986.8561215,7
1741591986.9583051,8
1741591987.060649,8
1741591987.1629546,8
1741591987.2656,8
1741591987.3683052,8
1741591987.470418,8
1741591987.5726504,6
1741591987.6750743,7
1741591987.777272,7
1741591987.8798223,7
1741591987.9823303,8
1741591988.0847852,7
1741591988.1873355,7
1741591988.2897744,9
1741591988.392314,8
1741591988.494792,8
1741591988.597594,9
1741591988.6999173,8
1741591988.8021204,8
1741591988.9047465,8
1741591989.0073566,6
1741591989.109749,7
1741591989.2120533,9
1741591989.3144894,7
1741591989.4171414,7
1741591989.5194395,9
1741591989.6219103,8
1741591989.724474,8
1741591989.8268247,7
1741591989.9292917,5
1741591990.0316088,9
1741591990.1339998,8
1741591990.2364352,8
1741591990.33868,9
1741591990.4408753,7
1741591990.5433276,4
1741591990.6458073,7
1741591990.7483299,6
1741591990.8508582,9
1741591990.9534588,10
1741591991.0556848,7
1741591991.1579454,7
1741591991.2603707,7
1741591991.3628302,7
1741591991.4650915,7
1741591991.5673923,8
1741591991.6698053,10
1741591991.7723114,8
1741591991.8746,10
1741591991.9770668,9
1741591992.0793962,6
1741591992.1817846,8
1741591992.2843845,9
1741591992.386864,9
1741591992.4891498,10
1741591992.5918057,9
1741591992.6941948,8
1741591992.7966843,5
1741591992.8995178,4
1741591993.0024862,7
1741591993.1049898,8
1741591993.2072792,7
1741591993.309485,7
